id	role	alias	tag
3605	Music Administrator	music administrator	PERFORMER
435	Music Advisor	music advisor	PERFORMER
4273	Music Affairs	music affairs	PERFORMER
10109	Music Affairs Coordinator	music affairs coordinator	PERFORMER
8672	Music Affairs Director	music affairs director	PERFORMER
8673	Music Affairs Manager	music affairs manager	PERFORMER
353	Music Affairs Specialist	music affairs specialist	PERFORMER
9398	Music and Talent Director	music and talent director	PERFORMER
10315	Music and Talent Manager	music and talent manager	PERFORMER
5598	Music Artist	music artist	PERFORMER
9207	Music Artistic Director	music artistic director	PERFORMER
202	Music Assistance	music assistance	PERFORMER
214	Music Assistant	music assistant	PERFORMER
701	Music Assistant Engineer	music assistant engineer	PERFORMER
9901	Music Associate	music associate	PERFORMER
1938	Music Box	music box	PERFORMER
3936	Music Box Arranger	music box arranger	ARRANGER
4419	Music Box Production	music box production	PERFORMER
9959	Music Box Production Assistance	music box production assistance	PERFORMER
5233	Music Box Programmer	music box programmer	PERFORMER
5608	Music Box Project Coordinator	music box project coordinator	PERFORMER
5607	Music Box Sound Designer	music box sound designer	PERFORMER
1717	Music Business Affairs	music business affairs	PERFORMER
2989	Music Business Affairs Executive	music business affairs executive	PERFORMER
10356	Music Business Director	music business director	PERFORMER
4466	Music Business Team	music business team	PERFORMER
3727	Music Chief	music chief	PERFORMER
1180	Music Clearance	music clearance	PERFORMER
9399	Music Clearance Consultant	music clearance consultant	PERFORMER
4939	Music Co-Director	music co-director	PERFORMER
1987	Music Co-producer	music co-producer	PERFORMER
6301	Music Co-production	music co-production	PERFORMER
4249	Music Co-Supervisor	music co-supervisor	PERFORMER
8830	Music Co-writer	music co-writer	PERFORMER
10238	Music Collaborator	music collaborator	PERFORMER
5825	Music Concept	music concept	PERFORMER
1421	Music Consultant	music consultant	PERFORMER
1800	Music Contract Coordinator	music contract coordinator	PERFORMER
1712	Music Contractor	music contractor	PERFORMER
6721	Music Contributor	music contributor	PERFORMER
537	Music Conversion	music conversion	PERFORMER
730	Music Conversion Supervisor	music conversion supervisor	PERFORMER
700	Music Cooperation	music cooperation	PERFORMER
436	Music Coordinator	music coordinator	PERFORMER
10214	Music Coordinator to Composer	music coordinator to composer	COMPOSER
504	Music Copyright Coordinator	music copyright coordinator	PERFORMER
10408	Music Copyrighter	music copyrighter	PERFORMER
598	Music Creation Support	music creation support	PERFORMER
9420	Music Creative Advisor	music creative advisor	PERFORMER
4746	Music Creative Affairs	music creative affairs	PERFORMER
4552	Music Creative Coordinator	music creative coordinator	PERFORMER
5514	Music Creative Supervisor	music creative supervisor	PERFORMER
7014	Music Critic	music critic	PERFORMER
4863	Music Data	music data	PERFORMER
5797	Music Data Editor	music data editor	PERFORMER
9141	Music Data Engineer	music data engineer	PERFORMER
5059	Music Data Production	music data production	PERFORMER
7705	Music Data Production Assistance	music data production assistance	PERFORMER
665	Music Data Support	music data support	PERFORMER
4717	Music Department	music department	PERFORMER
2269	Music Department Assistant	music department assistant	PERFORMER
4727	Music Department Coordinator	music department coordinator	PERFORMER
6666	Music Department Project Manager	music department project manager	PERFORMER
7975	Music Design Assistance	music design assistance	PERFORMER
329	Music Designer	music designer	PERFORMER
6381	Music Development	music development	PERFORMER
10357	Music Development Manager	music development manager	PERFORMER
4686	Music Development System	music development system	PERFORMER
9302	Music Digitizer	music digitizer	PERFORMER
199	Music Director	music director	PERFORMER
282	Music Director Support	music director support	PERFORMER
4215	Music Distributor	music distributor	PERFORMER
2545	Music Driver	music driver	PERFORMER
3569	Music Easel	music easel	PERFORMER
2554	Music Editing Assistant	music editing assistant	PERFORMER
7115	Music Editing Studio	music editing studio	PERFORMER
4208	Music Editing Supervisor	music editing supervisor	PERFORMER
263	Music Editor	music editor	PERFORMER
480	Music Effects	music effects	PERFORMER
5478	Music Effects Advisor	music effects advisor	PERFORMER
9872	Music Effects Overlays	music effects overlays	PERFORMER
4631	Music Engine	music engine	PERFORMER
201	Music Engineer	music engineer	PERFORMER
2278	Music Engineering Manager	music engineering manager	PERFORMER
1979	Music Engineering Production	music engineering production	PERFORMER
65	Music Engraver	music engraver	PERFORMER
168	Music Equipment Assistance	music equipment assistance	PERFORMER
7826	Music Executive	music executive	PERFORMER
865	Music Executive Producer	music executive producer	PERFORMER
3292	Music Fixer	music fixer	PERFORMER
1382	Music Head	music head	PERFORMER
4823	Music Image	music image	PERFORMER
1385	Music Implementation	music implementation	PERFORMER
8427	Music Instructor	music instructor	PERFORMER
356	Music Integration	music integration	PERFORMER
9104	Music Intergration	music intergration	PERFORMER
4766	Music Intern	music intern	PERFORMER
800	Music Lead	music lead	PERFORMER
2695	Music Legal Affairs	music legal affairs	PERFORMER
991	Music Legal Services	music legal services	PERFORMER
4868	Music Liaison	music liaison	PERFORMER
6304	Music Librarian Services	music librarian services	PERFORMER
685	Music License Manager	music license manager	PERFORMER
330	Music Licensing	music licensing	PERFORMER
8054	Music Licensing Assistant	music licensing assistant	PERFORMER
8153	Music Licensing Consultant	music licensing consultant	PERFORMER
3547	Music Licensing Coordinator	music licensing coordinator	PERFORMER
7408	Music Licensing Director	music licensing director	PERFORMER
8161	Music Licensing Paralegal	music licensing paralegal	PERFORMER
5615	Music Licensing Specialist	music licensing specialist	PERFORMER
3693	Music Licensing Supervisor	music licensing supervisor	PERFORMER
9440	Music Logic	music logic	PERFORMER
437	Music Manager	music manager	PERFORMER
2134	Music Mixing Assistant	music mixing assistant	PERFORMER
451	Music Mixing Engineer	music mixing engineer	PERFORMER
1187	Music Mixing Studio	music mixing studio	PERFORMER
6207	Music Operation Manager	music operation manager	PERFORMER
6984	Music Operations Specialist	music operations specialist	PERFORMER
312	Music Operator	music operator	PERFORMER
7424	Music Organizer	music organizer	PERFORMER
643	Music Placement	music placement	PERFORMER
631	Music Planner	music planner	PERFORMER
5263	Music Planning Assistance	music planning assistance	PERFORMER
6081	Music Planning Producer	music planning producer	PERFORMER
4463	Music Player	music player	PERFORMER
9969	Music Porting	music porting	PERFORMER
8870	Music Post-Production Services	music post-production services	PERFORMER
5350	Music Post-Production Supervisor	music post-production supervisor	PERFORMER
58	Music Preparation	music preparation	PERFORMER
4833	Music Preparation Assistant	music preparation assistant	PERFORMER
5677	Music Preparation Coordinator	music preparation coordinator	PERFORMER
3799	Music Preparation Director	music preparation director	PERFORMER
5807	Music Preparation Lead	music preparation lead	PERFORMER
4832	Music Preparation Supervisor	music preparation supervisor	PERFORMER
198	Music Producer	music producer	PERFORMER
6945	Music Producer Assistant	music producer assistant	PERFORMER
1875	Music Product Assistance	music product assistance	PERFORMER
6237	Music Product Coordination	music product coordination	PERFORMER
2736	Music Product Manager	music product manager	PERFORMER
171	Music Production	music production	PERFORMER
9836	Music Production Administrator	music production administrator	PERFORMER
8511	Music Production Artistic Direction	music production artistic direction	PERFORMER
169	Music Production Assistance	music production assistance	PERFORMER
1528	Music Production Assistant	music production assistant	PERFORMER
6205	Music Production Associate	music production associate	PERFORMER
5657	Music Production Chief	music production chief	PERFORMER
10334	Music Production Consultant	music production consultant	PERFORMER
9946	Music Production Coordination Assistant	music production coordination assistant	PERFORMER
256	Music Production Coordinator	music production coordinator	PERFORMER
5237	Music Production Desk	music production desk	PERFORMER
2501	Music Production Director	music production director	PERFORMER
5676	Music Production Executive	music production executive	PERFORMER
3122	Music Production Executive Director	music production executive director	PERFORMER
4834	Music Production Interpreter	music production interpreter	PERFORMER
2526	Music Production Management Assistant	music production management assistant	PERFORMER
265	Music Production Manager	music production manager	PERFORMER
9731	Music Production Office	music production office	PERFORMER
10247	Music Production Planner	music production planner	PERFORMER
412	Music Production Services	music production services	PERFORMER
2716	Music Production Specialist	music production specialist	PERFORMER
8289	Music Production Staff	music production staff	PERFORMER
6641	Music Production Studio	music production studio	PERFORMER
1917	Music Production Supervisor	music production supervisor	PERFORMER
160	Music Programmer	music programmer	PERFORMER
8391	Music Programming Assistance	music programming assistance	PERFORMER
7396	Music Progress Chart	music progress chart	PERFORMER
8717	Music Project Coordinator	music project coordinator	PERFORMER
205	Music Promoter	music promoter	PERFORMER
5988	Music Provision	music provision	PERFORMER
4297	Music Publicity	music publicity	PERFORMER
799	Music Publisher	music publisher	PERFORMER
10366	Music Publishing Administrator	music publishing administrator	PERFORMER
9856	Music Publishing Director	music publishing director	PERFORMER
3600	Music Publishing Division Producer	music publishing division producer	PERFORMER
8821	Music Publishing Management	music publishing management	PERFORMER
4119	Music Publishing Rights Manager	music publishing rights manager	PERFORMER
6007	Music Quality Assurance	music quality assurance	PERFORMER
1832	Music Quality Checker	music quality checker	PERFORMER
1607	Music Recording Company	music recording company	PERFORMER
7039	Music Recording Coordinator	music recording coordinator	PERFORMER
3852	Music Recording Director	music recording director	PERFORMER
452	Music Recording Engineer	music recording engineer	PERFORMER
9162	Music Recording Manager	music recording manager	PERFORMER
1978	Music Recording Production	music recording production	PERFORMER
455	Music Recording Studio	music recording studio	PERFORMER
1983	Music Recording Team	music recording team	PERFORMER
8725	Music Replay	music replay	PERFORMER
7281	Music Researcher	music researcher	PERFORMER
5623	Music Room	music room	PERFORMER
9971	Music Routine	music routine	PERFORMER
10204	Music Runner	music runner	PERFORMER
721	Music Scripter	music scripter	PERFORMER
863	Music Scripting Assistant	music scripting assistant	PERFORMER
862	Music Scripting Designer	music scripting designer	PERFORMER
364	Music Selection	music selection	PERFORMER
6083	Music Selection Assistance	music selection assistance	PERFORMER
10253	Music Selection Director	music selection director	PERFORMER
1434	Music Selection Producer	music selection producer	PERFORMER
6805	Music Service	music service	PERFORMER
7228	Music Service Provider	music service provider	PERFORMER
866	Music Special Coordinator	music special coordinator	PERFORMER
5071	Music Studio	music studio	PERFORMER
10329	Music Studio Manager	music studio manager	PERFORMER
153	Music Supervisor	music supervisor	PERFORMER
9677	Music Supervisor Assistant	music supervisor assistant	PERFORMER
131	Music Support	music support	PERFORMER
7638	Music Synopsis	music synopsis	PERFORMER
3262	Music System	music system	PERFORMER
6316	Music System Programmer	music system programmer	PERFORMER
459	Music Technical Programmer	music technical programmer	PERFORMER
461	Music Technical Support	music technical support	PERFORMER
5720	Music Transcriber	music transcriber	PERFORMER
8117	Music Transfer	music transfer	PERFORMER
8706	Music Translation	music translation	PERFORMER
10383	Music Video Coloring	music video coloring	PERFORMER
7543	Musical Anvil	musical anvil	PERFORMER
2106	Musical Saw	musical saw	PERFORMER
2694	Musical Sound Design	musical sound design	PERFORMER
7999	Musical Technical Director	musical technical director	PERFORMER
10123	Musicals Female Vocals	musicals female vocals	VOCALIST
331	Musician	musician	PERFORMER
5880	Musician Booking	musician booking	PERFORMER
6226	Musician Booking Coordinator	musician booking coordinator	PERFORMER
1337	Musician Contractor	musician contractor	PERFORMER
6359	Musician Coordination Assistant	musician coordination assistant	PERFORMER
41	Musician Coordinator	musician coordinator	PERFORMER
5792	Musician Inspector	musician inspector	PERFORMER
1661	Musician Manager	musician manager	PERFORMER
3607	Musician Recording Coordinator	musician recording coordinator	PERFORMER
3004	Musician Support	musician support	PERFORMER
1804	Musicologist	musicologist	PERFORMER
8920	Muted Guitar	muted guitar	PERFORMER
6465	Muted Trombone	muted trombone	PERFORMER
1577	Muted Trumpet	muted trumpet	PERFORMER
4243	Myohachi	myohachi	PERFORMER
4244	Nagado	nagado	PERFORMER
7327	Nagamochi Uta	nagamochi uta	PERFORMER
3066	Nagauta Shamisen	nagauta shamisen	PERFORMER
960	Nai	nai	PERFORMER
980	Nail Artist	nail artist	PERFORMER
9974	Nail Violin	nail violin	PERFORMER
7547	Nan Bangzi	nan bangzi	PERFORMER
7147	Nanxiao	nanxiao	PERFORMER
9516	Naobo	naobo	PERFORMER
7767	Naqareh	naqareh	PERFORMER
2374	Narimono	narimono	PERFORMER
3205	Narration Coordinator	narration coordinator	PERFORMER
5749	Narration Data Director	narration data director	PERFORMER
7420	Narration Digital Editor	narration digital editor	PERFORMER
4452	Narration Director	narration director	PERFORMER
5569	Narration Editor	narration editor	PERFORMER
3976	Narration Planning	narration planning	PERFORMER
7247	Narration Production	narration production	PERFORMER
3296	Narration Recording Engineer	narration recording engineer	PERFORMER
7248	Narration Recording Studio	narration recording studio	PERFORMER
4203	Narration Writer	narration writer	PERFORMER
1726	Narrator	narrator	VOCALIST
10388	Naruko	naruko	PERFORMER
3568	Native American Contrabass Flute	native american contrabass flute	PERFORMER
10351	Native American Drone Flute	native american drone flute	PERFORMER
1163	Native American Flute	native american flute	PERFORMER
4907	Nazukeoya	nazukeoya	PERFORMER
7835	Nebutabue	nebutabue	PERFORMER
10118	Nejadinet	nejadinet	PERFORMER
7580	Neo Irish Harp	neo irish harp	PERFORMER
8587	Nepali Hand Bell	nepali hand bell	PERFORMER
8035	Nepali Singing Bowl	nepali singing bowl	PERFORMER
2646	Network Coordinator	network coordinator	PERFORMER
3480	Neuropsychological Advisor	neuropsychological advisor	PERFORMER
8069	New Arranger	new arranger	ARRANGER
4714	New Business	new business	PERFORMER
1706	New Character Illustrator	new character illustrator	PERFORMER
5306	New Lyrics	new lyrics	LYRICIST
8404	New Media	new media	PERFORMER
6307	New Media Director	new media director	PERFORMER
9968	New Media Operator	new media operator	PERFORMER
3115	New Mixing Engineer	new mixing engineer	PERFORMER
1189	New Music	new music	PERFORMER
10175	New Music Producer	new music producer	PERFORMER
5379	New Recording Engineer	new recording engineer	PERFORMER
2547	New Sound Arranger	new sound arranger	ARRANGER
2168	New Text	new text	PERFORMER
7990	New Vocal Arranger	new vocal arranger	ARRANGER
7744	New Vocals	new vocals	VOCALIST
9572	New-Orleans Drums	new-orleans drums	PERFORMER
3967	Newscaster	newscaster	PERFORMER
1165	Ney	ney	PERFORMER
10429	Ngoni	ngoni	PERFORMER
10436	Ngoni Musician Coordinator	ngoni musician coordinator	PERFORMER
5965	Nintendo 3DS	nintendo 3ds	PERFORMER
9249	Nintendo Game Boy	nintendo game boy	PERFORMER
647	Nintendo Zelda Team	nintendo zelda team	PERFORMER
10028	Nirai Guitar	nirai guitar	PERFORMER
6969	Noh Supervisor	noh supervisor	PERFORMER
3964	Noh Vocals	noh vocals	VOCALIST
578	Nohkan	nohkan	PERFORMER
3455	Noise	noise	PERFORMER
5853	Noise Coordinator	noise coordinator	PERFORMER
6558	Noise Designer	noise designer	PERFORMER
3907	Noise Guitar	noise guitar	PERFORMER
7004	Noise Machine	noise machine	PERFORMER
7725	Noise Organizer	noise organizer	PERFORMER
9695	Noise Reduction	noise reduction	PERFORMER
4010	North American Studio	north american studio	PERFORMER
3919	Northumbrian Smallpipes	northumbrian smallpipes	PERFORMER
2935	Nose Flute	nose flute	PERFORMER
4225	Notation Arranger	notation arranger	ARRANGER
1468	Note Assignment	note assignment	PERFORMER
5642	Novachord	novachord	PERFORMER
1812	Novel	novel	PERFORMER
7500	Novel Editor	novel editor	PERFORMER
6734	Novelty Designer	novelty designer	PERFORMER
157	NU Sound Team	nu sound team	PERFORMER
8588	Nuance Manager	nuance manager	PERFORMER
8513	Nut Shaker	nut shaker	PERFORMER
2742	Nyatiti	nyatiti	PERFORMER
1680	Nyckelharpa	nyckelharpa	PERFORMER
1264	Nylon DJ	nylon dj	PERFORMER
1167	Nylon Guitar	nylon guitar	PERFORMER
10168	O-Phone	o-phone	PERFORMER
6067	Obi Comic	obi comic	PERFORMER
6724	Obi Designer	obi designer	PERFORMER
7154	Obi Illustrator	obi illustrator	PERFORMER
10336	Obi Text	obi text	PERFORMER
75	Oboe	oboe	PERFORMER
2283	Oboe d'amore	oboe d'amore	PERFORMER
6827	Oboe da Caccia	oboe da caccia	PERFORMER
1299	Obscura Synthesizer	obscura synthesizer	PERFORMER
534	Ocarina	ocarina	PERFORMER
2959	Ocarina Ensemble	ocarina ensemble	PERFORMER
4647	Ocean Drum	ocean drum	PERFORMER
3040	Octave Mandolin	octave mandolin	PERFORMER
9528	Octave Violin	octave violin	PERFORMER
9027	Octavina	octavina	PERFORMER
2373	Odaiko	odaiko	PERFORMER
2177	Off Shot Video	off shot video	PERFORMER
7592	Off Shot Video Editor	off shot video editor	PERFORMER
4048	Offerdalspipa	offerdalspipa	PERFORMER
1423	Office	office	PERFORMER
8164	Office Coordinator	office coordinator	PERFORMER
505	Office Manager	office manager	PERFORMER
6470	Official Store Staff	official store staff	PERFORMER
6356	Offline Assistant	offline assistant	PERFORMER
2287	Offline Editor	offline editor	PERFORMER
9831	Offline Operator	offline operator	PERFORMER
6966	Ohkawa Kata	ohkawa kata	PERFORMER
10432	Oil Painting	oil painting	PERFORMER
7698	Oke Daiko	oke daiko	PERFORMER
6531	Oktavharpa	oktavharpa	PERFORMER
4041	Oktavist	oktavist	PERFORMER
6801	Old Lyrics	old lyrics	LYRICIST
8385	Old Norse Lyrical Work	old norse lyrical work	PERFORMER
2325	Old Norse Lyrics Translation	old norse lyrics translation	PERFORMER
2326	Old Norse Lyrics Transliteration	old norse lyrics transliteration	PERFORMER
3209	Omnichord	omnichord	PERFORMER
1856	On-set Sound Engineer	on-set sound engineer	PERFORMER
2887	Ondes Martenot	ondes martenot	PERFORMER
1130	Online Assistant Editor	online assistant editor	PERFORMER
1129	Online Editor	online editor	PERFORMER
9614	Online Music Promotion	online music promotion	PERFORMER
8443	Online Store Operator	online store operator	PERFORMER
3731	Online Studio	online studio	PERFORMER
8338	Opening Acoustic Piano	opening acoustic piano	PERFORMER
6255	Opening Bass	opening bass	PERFORMER
6799	Opening Chorus	opening chorus	PERFORMER
4716	Opening Cutscene Composer	opening cutscene composer	COMPOSER
5400	Opening Cutscene Sound Effects	opening cutscene sound effects	PERFORMER
6254	Opening Drums	opening drums	PERFORMER
6265	Opening Guitar	opening guitar	PERFORMER
2679	Opening Mixing Engineer	opening mixing engineer	PERFORMER
3467	Opening Movie	opening movie	PERFORMER
4692	Opening Movie Director	opening movie director	PERFORMER
7016	Opening Movie Producer	opening movie producer	PERFORMER
8450	Opening Movie Sound Mixing Engineer	opening movie sound mixing engineer	PERFORMER
623	Opening Music	opening music	PERFORMER
5705	Opening Music Director	opening music director	PERFORMER
10385	Opening Music Performer	opening music performer	PERFORMER
5235	Opening Music Producer	opening music producer	PERFORMER
3741	Opening Music Production	opening music production	PERFORMER
3743	Opening Music Production Director	opening music production director	PERFORMER
10395	Opening Music Remixer	opening music remixer	REMIXER
6973	Opening Piano	opening piano	PERFORMER
8056	Opening Production Coordinator	opening production coordinator	PERFORMER
8129	Opening Re-recording Mixer	opening re-recording mixer	PERFORMER
6257	Opening Sax	opening sax	PERFORMER
8983	Opening Sound	opening sound	PERFORMER
9173	Opening Sound Compiler	opening sound compiler	PERFORMER
9696	Opening Sound Director	opening sound director	PERFORMER
624	Opening Sound Effects	opening sound effects	PERFORMER
9175	Opening Sound Planner	opening sound planner	PERFORMER
6253	Opening Sound Producer	opening sound producer	PERFORMER
8516	Opening Sound Production	opening sound production	PERFORMER
9010	Opening Sub Chorus	opening sub chorus	PERFORMER
3718	Opening Theme	opening theme	PERFORMER
6574	Opening Theme A&R	opening theme a&r	PERFORMER
5258	Opening Theme Arranger	opening theme arranger	ARRANGER
5187	Opening Theme Assistance	opening theme assistance	PERFORMER
4140	Opening Theme Composer	opening theme composer	COMPOSER
5250	Opening Theme Cooperation	opening theme cooperation	PERFORMER
5248	Opening Theme Coordinator	opening theme coordinator	PERFORMER
3866	Opening Theme Director	opening theme director	PERFORMER
3869	Opening Theme Engineer	opening theme engineer	PERFORMER
4000	Opening Theme Lyricist	opening theme lyricist	LYRICIST
8765	Opening Theme Mixing Engineer	opening theme mixing engineer	PERFORMER
8295	Opening Theme Music	opening theme music	PERFORMER
7775	Opening Theme Music Production	opening theme music production	PERFORMER
4141	Opening Theme Performer	opening theme performer	PERFORMER
210	Opening Theme Producer	opening theme producer	PERFORMER
5088	Opening Theme Production	opening theme production	PERFORMER
626	Opening Theme Production Assistance	opening theme production assistance	PERFORMER
4667	Opening Theme Production Manager	opening theme production manager	PERFORMER
8766	Opening Theme Programmer	opening theme programmer	PERFORMER
4818	Opening Theme Promoter	opening theme promoter	PERFORMER
9001	Opening Theme Recording Director	opening theme recording director	PERFORMER
6568	Opening Theme Recording Engineer	opening theme recording engineer	PERFORMER
6569	Opening Theme Recording Studio	opening theme recording studio	PERFORMER
8368	Opening Theme Song	opening theme song	PERFORMER
6528	Opening Theme Songwriter	opening theme songwriter	PERFORMER
10478	Opening Theme Sound Designer	opening theme sound designer	PERFORMER
5259	Opening Theme Sound Editor	opening theme sound editor	PERFORMER
5431	Opening Theme Sound Effects	opening theme sound effects	PERFORMER
7746	Opening Theme Support	opening theme support	PERFORMER
8257	Opening Theme Vocals	opening theme vocals	VOCALIST
6258	Opening Trombone	opening trombone	PERFORMER
6256	Opening Trumpet	opening trumpet	PERFORMER
7446	Opening Violin	opening violin	PERFORMER
2207	Opening Vocals	opening vocals	VOCALIST
10133	Opera Bass-baritone	opera bass-baritone	PERFORMER
9868	Opera Choir	opera choir	PERFORMER
8497	Opera Lines	opera lines	PERFORMER
5963	Opera Narrator	opera narrator	VOCALIST
3524	Opera Singer	opera singer	PERFORMER
5959	Opera Soloist	opera soloist	PERFORMER
7487	Opera Tenor	opera tenor	PERFORMER
6864	Operating Assistant	operating assistant	PERFORMER
4640	Operating Staff	operating staff	PERFORMER
4198	Operation Manager	operation manager	PERFORMER
9644	Operation Producer	operation producer	PERFORMER
4828	Operations Director	operations director	PERFORMER
3344	Operations Supervisor	operations supervisor	PERFORMER
96	Operator	operator	PERFORMER
9758	OPM Arranger	opm arranger	ARRANGER
1953	OPM Translation	opm translation	PERFORMER
6764	Optical Photography	optical photography	PERFORMER
5074	Optical Sound	optical sound	PERFORMER
8303	Optics	optics	PERFORMER
259	Orchestra	orchestra	PERFORMER
5936	Orchestra Accountant	orchestra accountant	PERFORMER
5832	Orchestra Administration Manager	orchestra administration manager	PERFORMER
5138	Orchestra Administrator	orchestra administrator	PERFORMER
731	Orchestra Album Production	orchestra album production	PERFORMER
10411	Orchestra Arrangement Recording Engineer	orchestra arrangement recording engineer	PERFORMER
10412	Orchestra Arrangement Recording Studio	orchestra arrangement recording studio	PERFORMER
7840	Orchestra Arrangement Support	orchestra arrangement support	PERFORMER
68	Orchestra Arranger	orchestra arranger	ARRANGER
9111	Orchestra Artistic Director	orchestra artistic director	PERFORMER
506	Orchestra Assistant	orchestra assistant	PERFORMER
3076	Orchestra Assistant Engineer	orchestra assistant engineer	PERFORMER
10119	Orchestra Assistant Mixing Engineer	orchestra assistant mixing engineer	PERFORMER
2978	Orchestra Assistant Recording Engineer	orchestra assistant recording engineer	PERFORMER
1159	Orchestra Conductor	orchestra conductor	CONDUCTOR
5944	Orchestra Consultant	orchestra consultant	PERFORMER
268	Orchestra Contractor	orchestra contractor	PERFORMER
1003	Orchestra Coordinator	orchestra coordinator	PERFORMER
8135	Orchestra Copyist	orchestra copyist	PERFORMER
673	Orchestra Director	orchestra director	PERFORMER
4981	Orchestra Editor	orchestra editor	PERFORMER
6655	Orchestra Engineer	orchestra engineer	PERFORMER
6122	Orchestra Fixer	orchestra fixer	PERFORMER
3067	Orchestra Inspector	orchestra inspector	PERFORMER
292	Orchestra Manager	orchestra manager	PERFORMER
1058	Orchestra Managing Director	orchestra managing director	PERFORMER
9988	Orchestra Mastering Engineer	orchestra mastering engineer	PERFORMER
10394	Orchestra MIDI Editor	orchestra midi editor	PERFORMER
5633	Orchestra MIDI Translator	orchestra midi translator	PERFORMER
3077	Orchestra Mixing Engineer	orchestra mixing engineer	PERFORMER
5943	Orchestra Mixing Studio	orchestra mixing studio	PERFORMER
1852	Orchestra Monitor	orchestra monitor	PERFORMER
6715	Orchestra Organizer	orchestra organizer	PERFORMER
418	Orchestra Performance Assistance	orchestra performance assistance	PERFORMER
4206	Orchestra Personnel Manager	orchestra personnel manager	PERFORMER
407	Orchestra Player	orchestra player	PERFORMER
8435	Orchestra Premix Engineer	orchestra premix engineer	PERFORMER
7026	Orchestra Preparation	orchestra preparation	PERFORMER
381	Orchestra Producer	orchestra producer	PERFORMER
719	Orchestra Production Manager	orchestra production manager	PERFORMER
1531	Orchestra Programmer	orchestra programmer	PERFORMER
9429	Orchestra Recording Assistant	orchestra recording assistant	PERFORMER
260	Orchestra Recording Coordinator	orchestra recording coordinator	PERFORMER
657	Orchestra Recording Director	orchestra recording director	PERFORMER
1510	Orchestra Recording Engineer	orchestra recording engineer	PERFORMER
635	Orchestra Recording Producer	orchestra recording producer	PERFORMER
1863	Orchestra Recording Production Assistant	orchestra recording production assistant	PERFORMER
1862	Orchestra Recording Production Coordinator	orchestra recording production coordinator	PERFORMER
4454	Orchestra Recording Staff	orchestra recording staff	PERFORMER
382	Orchestra Recording Studio	orchestra recording studio	PERFORMER
9615	Orchestra Recording Studio Assistant	orchestra recording studio assistant	PERFORMER
293	Orchestra Recording Supervisor	orchestra recording supervisor	PERFORMER
5964	Orchestra Sampler	orchestra sampler	PERFORMER
9532	Orchestra Score Recording Supervisor	orchestra score recording supervisor	PERFORMER
8669	Orchestra Score Recordist	orchestra score recordist	PERFORMER
3367	Orchestra Score Supervisor	orchestra score supervisor	PERFORMER
8816	Orchestra Session Assistant	orchestra session assistant	PERFORMER
5551	Orchestra Session Co-producer	orchestra session co-producer	PERFORMER
3529	Orchestra Session Coordinator	orchestra session coordinator	PERFORMER
7910	Orchestra Session Leader	orchestra session leader	PERFORMER
4624	Orchestra Session Manager	orchestra session manager	PERFORMER
3372	Orchestra Session Producer	orchestra session producer	PERFORMER
3542	Orchestra Staff	orchestra staff	PERFORMER
10316	Orchestra Studio Technician	orchestra studio technician	PERFORMER
8842	Orchestra Sub-mixer	orchestra sub-mixer	PERFORMER
3591	Orchestra Supervisor	orchestra supervisor	PERFORMER
8754	Orchestra Team	orchestra team	PERFORMER
4375	Orchestral Composer	orchestral composer	COMPOSER
8017	Orchestral Cover	orchestral cover	PERFORMER
4484	Orchestral Cymbals	orchestral cymbals	PERFORMER
4493	Orchestral Interlude	orchestral interlude	PERFORMER
1345	Orchestral Percussion	orchestral percussion	PERFORMER
5948	Orchestral Percussion Recording Engineer	orchestral percussion recording engineer	PERFORMER
5947	Orchestral Percussion Recording Studio	orchestral percussion recording studio	PERFORMER
5986	Orchestral Sections	orchestral sections	PERFORMER
3820	Orchestral Snare Drum	orchestral snare drum	PERFORMER
9862	Orchestral Sound Design	orchestral sound design	PERFORMER
3821	Orchestral Tom-tom	orchestral tom-tom	PERFORMER
3110	Orchestral Transcriber	orchestral transcriber	PERFORMER
3872	Orchestration Advisor	orchestration advisor	PERFORMER
4995	Orchestration Consultant	orchestration consultant	PERFORMER
5386	Orchestration Coordinator	orchestration coordinator	PERFORMER
5562	Orchestration Director	orchestration director	PERFORMER
1858	Orchestration Manager	orchestration manager	PERFORMER
7588	Orchestration Preparation	orchestration preparation	PERFORMER
8162	Orchestration Producer	orchestration producer	PERFORMER
8832	Orchestration Services	orchestration services	PERFORMER
507	Orchestration Supervisor	orchestration supervisor	PERFORMER
8828	Orchestration Support	orchestration support	PERFORMER
67	Orchestrator	orchestrator	PERFORMER
6438	Ordo	ordo	PERFORMER
183	Organ	organ	PERFORMER
1685	Organ Arranger	organ arranger	ARRANGER
4395	Organ Pedals	organ pedals	PERFORMER
6072	Organ Recording Engineer	organ recording engineer	PERFORMER
6071	Organ Recording Studio	organ recording studio	PERFORMER
3393	Organito	organito	PERFORMER
2930	Organization Assistant	organization assistant	PERFORMER
3272	Organization Collaboration	organization collaboration	PERFORMER
828	Organization Controller	organization controller	PERFORMER
1016	Organizer	organizer	PERFORMER
3223	Original	original	PERFORMER
4012	Original 3D Modeling	original 3d modeling	PERFORMER
6172	Original Additional Sound Engineer	original additional sound engineer	PERFORMER
1413	Original Arranger	original arranger	ARRANGER
3164	Original Art Director	original art director	PERFORMER
3023	Original Artist	original artist	PERFORMER
