id	role	alias	tag
8808	Original Associate Composer	original associate composer	COMPOSER
5554	Original Bass	original bass	PERFORMER
3959	Original BGM	original bgm	PERFORMER
4230	Original BGM Composer	original bgm composer	COMPOSER
5312	Original BGM Mixing Engineer	original bgm mixing engineer	PERFORMER
8812	Original CG Modeling	original cg modeling	PERFORMER
1540	Original Character Designer	original character designer	PERFORMER
3532	Original Choir	original choir	PERFORMER
6888	Original Choir Arranger	original choir arranger	ARRANGER
9402	Original Cinematic Music	original cinematic music	PERFORMER
2931	Original Comics	original comics	PERFORMER
660	Original Composer	original composer	COMPOSER
5630	Original Conductor	original conductor	CONDUCTOR
4014	Original Cover Illustrator	original cover illustrator	PERFORMER
2937	Original Creator	original creator	PERFORMER
2693	Original Data Collection	original data collection	PERFORMER
2475	Original Designer	original designer	PERFORMER
3892	Original Dialogue Writer	original dialogue writer	PERFORMER
3626	Original Direction	original direction	PERFORMER
3329	Original Draft	original draft	PERFORMER
559	Original Drums	original drums	PERFORMER
7850	Original Editor	original editor	PERFORMER
7750	Original Engineer	original engineer	PERFORMER
3024	Original Featured Artist	original featured artist	PERFORMER
5163	Original Font Design	original font design	PERFORMER
2600	Original Game	original game	PERFORMER
7144	Original Game Graphic Designer	original game graphic designer	PERFORMER
5295	Original Game Producer	original game producer	PERFORMER
7143	Original Game Scenario	original game scenario	PERFORMER
7142	Original Game Sound Programmer	original game sound programmer	PERFORMER
2661	Original Game Staff	original game staff	PERFORMER
10139	Original Game Supervisor	original game supervisor	PERFORMER
2053	Original Guitar	original guitar	PERFORMER
10132	Original Illustration Production	original illustration production	PERFORMER
6236	Original Illustration Supervisor	original illustration supervisor	PERFORMER
1791	Original Illustrator	original illustrator	PERFORMER
5632	Original Jacket Illustrator	original jacket illustrator	PERFORMER
8446	Original Keyboard	original keyboard	PERFORMER
4492	Original Keyframe	original keyframe	PERFORMER
7684	Original Layout	original layout	PERFORMER
4464	Original Live Planner	original live planner	PERFORMER
8026	Original Logo Designer	original logo designer	PERFORMER
876	Original Lyricist	original lyricist	LYRICIST
9031	Original Lyrics Translation	original lyrics translation	PERFORMER
4102	Original Mastering Engineer	original mastering engineer	PERFORMER
6878	Original Mastering Studio	original mastering studio	PERFORMER
6084	Original Mecha Designer	original mecha designer	PERFORMER
6713	Original Melody Composer	original melody composer	COMPOSER
2075	Original Mixing Engineer	original mixing engineer	PERFORMER
7715	Original Mixing Studio	original mixing studio	PERFORMER
8881	Original Multiplayer Music Score	original multiplayer music score	PERFORMER
277	Original Music	original music	PERFORMER
3828	Original Music Arranger	original music arranger	ARRANGER
6170	Original Music Assistant	original music assistant	PERFORMER
6043	Original Music Co-producer	original music co-producer	PERFORMER
8534	Original Music Director	original music director	PERFORMER
5620	Original Music Editor	original music editor	PERFORMER
6149	Original Music Engineer	original music engineer	PERFORMER
1323	Original Music Producer	original music producer	PERFORMER
3465	Original Music Production	original music production	PERFORMER
10006	Original Music Programmer	original music programmer	PERFORMER
7415	Original Music Recording Assistance	original music recording assistance	PERFORMER
6605	Original Music Recording Producer	original music recording producer	PERFORMER
2120	Original Music Score	original music score	PERFORMER
7043	Original Music Supervisor	original music supervisor	PERFORMER
3909	Original Novel	original novel	PERFORMER
3531	Original Orchestra	original orchestra	PERFORMER
5616	Original Orchestrator	original orchestrator	PERFORMER
2765	Original Painting	original painting	PERFORMER
5617	Original Performer	original performer	PERFORMER
3163	Original Photographer	original photographer	PERFORMER
1513	Original Phrase	original phrase	PERFORMER
1612	Original Picture	original picture	PERFORMER
7511	Original Pixel Art	original pixel art	PERFORMER
826	Original Plan	original plan	PERFORMER
2524	Original Poetry	original poetry	PERFORMER
2097	Original Producer	original producer	PERFORMER
2077	Original Production	original production	PERFORMER
2054	Original Programmer	original programmer	PERFORMER
9645	Original PSG	original psg	PERFORMER
1010	Original Recording Assistance	original recording assistance	PERFORMER
9137	Original Recording Company	original recording company	PERFORMER
5035	Original Recording Director	original recording director	PERFORMER
5619	Original Recording Engineer	original recording engineer	PERFORMER
6732	Original Recording Producer	original recording producer	PERFORMER
3109	Original Recording Provider	original recording provider	PERFORMER
5618	Original Recording Studio	original recording studio	PERFORMER
6872	Original Remixer	original remixer	REMIXER
841	Original Scenario	original scenario	PERFORMER
551	Original Score	original score	PERFORMER
554	Original Score Production	original score production	PERFORMER
7140	Original Series Themes	original series themes	PERFORMER
4433	Original Session Producer	original session producer	PERFORMER
3921	Original Setting	original setting	PERFORMER
8880	Original Single Player Music Score	original single player music score	PERFORMER
6682	Original Sleeve Artist	original sleeve artist	PERFORMER
1500	Original Song	original song	PERFORMER
6678	Original Song Mastering Engineer	original song mastering engineer	PERFORMER
7691	Original Song Producer	original song producer	PERFORMER
278	Original Sound	original sound	PERFORMER
7814	Original Sound Arranger	original sound arranger	ARRANGER
7813	Original Sound Composer	original sound composer	COMPOSER
5137	Original Sound Coordinator	original sound coordinator	PERFORMER
3899	Original Sound Creator	original sound creator	PERFORMER
6297	Original Sound Design Consultant	original sound design consultant	PERFORMER
5995	Original Sound Designer	original sound designer	PERFORMER
8535	Original Sound Editor	original sound editor	PERFORMER
3101	Original Sound Effects	original sound effects	PERFORMER
8413	Original Sound Mixing Engineer	original sound mixing engineer	PERFORMER
5180	Original Sound Producer	original sound producer	PERFORMER
3530	Original Sound Programmer	original sound programmer	PERFORMER
2645	Original Story	original story	PERFORMER
3091	Original Tape Recordings	original tape recordings	PERFORMER
1516	Original Themes	original themes	PERFORMER
2703	Original Track	original track	PERFORMER
7674	Original Version	original version	PERFORMER
9722	Original Video	original video	PERFORMER
7025	Original Violin	original violin	PERFORMER
7653	Original Vocal Remixer	original vocal remixer	REMIXER
2078	Original Vocals	original vocals	VOCALIST
4826	Original Voice	original voice	VOCALIST
439	Original Work	original work	PERFORMER
2669	Original Work Assistance	original work assistance	PERFORMER
3231	Original Work Supervisor	original work supervisor	PERFORMER
1261	Original Writer	original writer	PERFORMER
288	Otamatone	otamatone	PERFORMER
5301	Other Design	other design	PERFORMER
5303	Other International Manager	other international manager	PERFORMER
1523	Otsuzumi	otsuzumi	PERFORMER
769	Oud	oud	PERFORMER
2519	Outer Case Illustrator	outer case illustrator	PERFORMER
10249	Outsourcing Support	outsourcing support	PERFORMER
3176	Overdub Assistant Engineer	overdub assistant engineer	PERFORMER
3456	Overdub Engineer	overdub engineer	PERFORMER
10222	Overdub Music Preparation	overdub music preparation	PERFORMER
10221	Overdub Producer	overdub producer	PERFORMER
6594	Overdub Studio	overdub studio	PERFORMER
8715	Overdub Supervisor	overdub supervisor	PERFORMER
3753	Overseer	overseer	PERFORMER
8360	Overtone Flute	overtone flute	PERFORMER
9003	Overtone Singing	overtone singing	PERFORMER
7986	Owner	owner	PERFORMER
9172	PA System	pa system	PERFORMER
2668	Package	package	PERFORMER
6320	Package 3D Model	package 3d model	PERFORMER
2992	Package Advisor	package advisor	PERFORMER
6335	Package Art Coordinator	package art coordinator	PERFORMER
3636	Package Art Director	package art director	PERFORMER
10170	Package Art Stylist	package art stylist	PERFORMER
2836	Package Artwork	package artwork	PERFORMER
1581	Package Assistant	package assistant	PERFORMER
4738	Package Assistant Producer	package assistant producer	PERFORMER
6899	Package CG	package cg	PERFORMER
9893	Package CG Artist	package cg artist	PERFORMER
6411	Package CG Coloring	package cg coloring	PERFORMER
5815	Package Character Designer	package character designer	PERFORMER
6319	Package Coloring	package coloring	PERFORMER
7370	Package Coordination Desk	package coordination desk	PERFORMER
3242	Package Coordination Manager	package coordination manager	PERFORMER
753	Package Coordinator	package coordinator	PERFORMER
8049	Package Design Assistance	package design assistance	PERFORMER
3622	Package Design Coordinator	package design coordinator	PERFORMER
3665	Package Design Director	package design director	PERFORMER
5351	Package Design Manager	package design manager	PERFORMER
7659	Package Design Producer	package design producer	PERFORMER
6758	Package Design Production Assistance	package design production assistance	PERFORMER
756	Package Designer	package designer	PERFORMER
1315	Package Director	package director	PERFORMER
4885	Package Editor	package editor	PERFORMER
6321	Package Effects	package effects	PERFORMER
6322	Package Illustration Coordinator	package illustration coordinator	PERFORMER
1940	Package Illustrator	package illustrator	PERFORMER
3705	Package Keyframe	package keyframe	PERFORMER
8356	Package Layout	package layout	PERFORMER
1316	Package Manager	package manager	PERFORMER
6566	Package Photographer	package photographer	PERFORMER
4157	Package Planner	package planner	PERFORMER
6918	Package Printing Coordinator	package printing coordinator	PERFORMER
1710	Package Producer	package producer	PERFORMER
2023	Package Production	package production	PERFORMER
5481	Package Production Assistance	package production assistance	PERFORMER
9995	Package Production Assistant	package production assistant	PERFORMER
3081	Package Production Coordinator	package production coordinator	PERFORMER
5219	Package Production Director	package production director	PERFORMER
7681	Package Production Manager	package production manager	PERFORMER
913	Package Promoter	package promoter	PERFORMER
5721	Package Sales Promoter	package sales promoter	PERFORMER
8471	Package Supervisor	package supervisor	PERFORMER
5600	Package Support	package support	PERFORMER
4163	Package Title	package title	PERFORMER
6539	Packaging Concept	packaging concept	PERFORMER
5480	Pafu-Pafu Horn	pafu-pafu horn	PERFORMER
8539	Paidi	paidi	PERFORMER
7208	Paigu	paigu	PERFORMER
4459	Paint Editor	paint editor	PERFORMER
778	Painter	painter	PERFORMER
9984	Painting Director	painting director	PERFORMER
3133	Painting Supervisor	painting supervisor	PERFORMER
8425	Paixiao	paixiao	PERFORMER
5937	Pakistani Vocals	pakistani vocals	VOCALIST
8439	Paleolithic Flute	paleolithic flute	PERFORMER
6747	Palmas	palmas	PERFORMER
666	Pan Flute	pan flute	PERFORMER
2552	Pandeiro	pandeiro	PERFORMER
8520	Pandura	pandura	PERFORMER
5028	Panpipes	panpipes	PERFORMER
4093	Pansori	pansori	PERFORMER
4349	Paper Bag Illustrator	paper bag illustrator	PERFORMER
5367	Paper Craft	paper craft	PERFORMER
7433	Paper Gong	paper gong	PERFORMER
5061	Papercutting	papercutting	PERFORMER
8470	Parody Lyrics	parody lyrics	LYRICIST
8755	Part Extraction	part extraction	PERFORMER
3808	Part Generation	part generation	PERFORMER
3802	Part Illustrator	part illustrator	PERFORMER
3801	Part Preparer	part preparer	PERFORMER
2616	Part Reviewer	part reviewer	PERFORMER
3578	Partial Lyrics	partial lyrics	LYRICIST
7161	Partial Mixing Engineer	partial mixing engineer	PERFORMER
5719	Participator	participator	PERFORMER
6374	Partner Company	partner company	PERFORMER
10278	Partner Coordination	partner coordination	PERFORMER
9463	Partner Marketing	partner marketing	PERFORMER
10505	Passerelle	passerelle	PERFORMER
4774	Pasted Graphics	pasted graphics	PERFORMER
2518	Pastry Chef	pastry chef	PERFORMER
1585	Patchwork	patchwork	PERFORMER
2546	PCB Operator	pcb operator	PERFORMER
4427	PCB Recording Director	pcb recording director	PERFORMER
4428	PCB Recording Engineer	pcb recording engineer	PERFORMER
679	PCB Sound Designer	pcb sound designer	PERFORMER
9632	PCM	pcm	PERFORMER
6791	PCM Composer	pcm composer	COMPOSER
7419	PCM Recording Studio	pcm recording studio	PERFORMER
6340	PCM Sound Effects	pcm sound effects	PERFORMER
10396	PCM Sound Effects Editor	pcm sound effects editor	PERFORMER
2370	PCM Voice	pcm voice	VOCALIST
3435	Pedal Harp	pedal harp	PERFORMER
2233	Pedal Steel Guitar	pedal steel guitar	PERFORMER
2920	Pedestal	pedestal	PERFORMER
4348	Pencil Calligraphy	pencil calligraphy	PERFORMER
7949	Penlight Director	penlight director	PERFORMER
104	Percussion	percussion	PERFORMER
3642	Percussion Arranger	percussion arranger	ARRANGER
8384	Percussion Engineer	percussion engineer	PERFORMER
8956	Percussion Engineering Studio	percussion engineering studio	PERFORMER
6268	Percussion Guitar	percussion guitar	PERFORMER
8563	Percussion Loops	percussion loops	PERFORMER
7740	Percussion MIDI Editor	percussion midi editor	PERFORMER
9465	Percussion Mixing Engineer	percussion mixing engineer	PERFORMER
584	Percussion Programmer	percussion programmer	PERFORMER
6535	Percussion Programming Advisor	percussion programming advisor	PERFORMER
6405	Percussion Programming Support	percussion programming support	PERFORMER
5405	Percussion Recording Engineer	percussion recording engineer	PERFORMER
1417	Percussion Recording Studio	percussion recording studio	PERFORMER
5831	Percussion Rental	percussion rental	PERFORMER
5404	Percussion Sampler	percussion sampler	PERFORMER
